loan_id,origination_date,state,loan_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,dti_ratio,borrower_segment,delinquency_status,days_past_due,loss_given_default,prob_of_default,origination_year,origination_quarter,is_default,is_delinquent,model_pd,risk_band
LN000378,2021-10-03,PA,Credit Card,9507,0.0375,0,747,176348,0.301,Prime,Current,0,0,0.0309,2021,2021Q4,0,0,0.2397,High
LN000379,2023-07-11,GA,Mortgage,221126,0.0792,360,584,53798,0.495,Subprime,Current,0,0,0.1418,2023,2023Q3,0,0,0.7046,Critical
LN000380,2023-10-27,LA,Mortgage,391916,0.0336,360,799,30997,0.31,Near-Prime,Current,2,0,0.0157,2023,2023Q4,0,0,0.2373,High
LN000381,2022-07-07,TN,Auto,14343,0.1158,60,381,87683,0.435,Deep Subprime,Current,1,0,0.2922,2022,2022Q3,0,0,0.8239,Critical
LN000382,2023-10-26,GA,Small Business,118939,0.0213,84,801,75396,0.094,Prime,Current,0,0,0.0132,2023,2023Q4,0,0,0.2728,High
LN000383,2019-05-14,FL,Small Business,111751,0.0581,84,685,34473,0.512,Subprime,60-89 DPD,79,0,0.074,2019,2019Q2,0,1,0.5833,Critical
LN000384,2023-11-29,CT,Mortgage,365124,0.0524,360,699,49095,0.253,Near-Prime,Default,179,233616,0.0807,2023,2023Q4,1,1,0.4154,Critical
LN000385,2022-05-17,MI,Small Business,72176,0.1186,84,373,65155,0.397,Deep Subprime,Current,1,0,0.2864,2022,2022Q2,0,0,0.8936,Critical
LN000386,2021-04-08,FL,Mortgage,400583,0.0531,360,680,45147,0.218,Near-Prime,Current,3,0,0.0479,2021,2021Q2,0,0,0.4445,Critical
LN000387,2020-10-12,FL,Mortgage,469457,0.0226,360,821,94727,0.225,Prime,Current,0,0,0.0172,2020,2020Q4,0,0,0.2217,High
LN000388,2019-02-23,CO,Student,22962,0.1358,120,323,40578,0.208,Deep Subprime,90+ DPD,109,0,0.2207,2019,2019Q1,0,1,0.9368,Critical
LN000389,2024-11-06,CA,Student,21124,0.0558,120,673,52802,0.166,Near-Prime,Current,0,0,0.0754,2024,2024Q4,0,0,0.5032,Critical
LN000390,2020-02-14,SD,Auto,22129,0.0326,60,823,48503,0.253,Near-Prime,Current,0,0,0.0099,2020,2020Q1,0,0,0.1441,Medium
LN000391,2022-08-08,TX,Auto,35884,0.0609,60,713,75003,0.181,Near-Prime,Current,0,0,0.0627,2022,2022Q3,0,0,0.2908,High
LN000392,2022-01-17,CO,Student,28820,0.0551,120,700,82152,0.181,Near-Prime,Default,179,21556,0.0554,2022,2022Q1,1,1,0.4362,Critical
LN000393,2019-04-05,IL,Student,21294,0.0501,120,761,74946,0.285,Prime,Current,0,0,0.0216,2019,2019Q2,0,0,0.3547,Critical
LN000394,2021-10-19,GA,Small Business,155524,0.0563,84,695,23780,0.407,Near-Prime,Current,0,0,0.0592,2021,2021Q4,0,0,0.4881,Critical
LN000395,2024-08-15,OK,Auto,25334,0.0618,60,644,64963,0.431,Subprime,30-59 DPD,40,0,0.1672,2024,2024Q3,0,1,0.5183,Critical
LN000396,2022-01-01,PA,Credit Card,11418,0.1101,0,463,76011,0.102,Deep Subprime,30-59 DPD,43,0,0.2235,2022,2022Q1,0,1,0.7456,Critical
LN000397,2023-06-23,NC,Credit Card,14500,0.0412,0,746,80508,0.136,Prime,Current,0,0,0.0357,2023,2023Q2,0,0,0.3019,Critical
LN000398,2020-11-16,CA,Mortgage,172405,0.0404,360,811,54790,0.287,Near-Prime,Current,2,0,0.013,2020,2020Q4,0,0,0.2053,High
LN000399,2021-11-11,CA,Student,32630,0.1155,120,387,60584,0.286,Deep Subprime,30-59 DPD,43,0,0.2137,2021,2021Q4,0,1,0.8947,Critical
LN000400,2020-12-30,FL,Auto,20518,0.0751,60,612,45056,0.437,Subprime,Current,2,0,0.1183,2020,2020Q4,0,0,0.6434,Critical
LN000401,2020-09-10,AZ,Mortgage,337014,0.0573,360,674,113434,0.206,Near-Prime,Current,0,0,0.071,2020,2020Q3,0,0,0.4227,Critical
LN000402,2023-09-18,TX,Auto,43519,0.0369,60,745,30615,0.253,Near-Prime,90+ DPD,105,0,0.0349,2023,2023Q3,0,1,0.2394,High
LN000403,2020-06-25,CA,Mortgage,206053,0.0613,360,634,75043,0.139,Subprime,Current,0,0,0.1149,2020,2020Q2,0,0,0.574,Critical
LN000404,2020-09-11,IL,Auto,20087,0.0182,60,802,36403,0.148,Near-Prime,Current,0,0,0.0115,2020,2020Q3,0,0,0.1802,High
LN000405,2021-02-14,WA,Small Business,86439,0.127,84,343,47108,0.106,Deep Subprime,30-59 DPD,43,0,0.2852,2021,2021Q1,0,1,0.8971,Critical
LN000406,2024-06-14,TN,Mortgage,234839,0.0285,360,822,58708,0.076,Near-Prime,Current,1,0,0.0064,2024,2024Q2,0,0,0.1467,Medium
LN000407,2022-08-21,TX,Auto,20996,0.0276,60,763,22183,0.343,Near-Prime,Current,0,0,0.0341,2022,2022Q3,0,0,0.2074,High
LN000408,2019-02-01,CA,Small Business,164012,0.0205,84,774,29834,0.148,Near-Prime,Current,0,0,0.014,2019,2019Q1,0,0,0.297,High
LN000409,2024-03-10,MS,Auto,19439,0.0513,60,681,26885,0.291,Near-Prime,Current,0,0,0.083,2024,2024Q1,0,0,0.3847,Critical
LN000410,2024-07-29,FL,Mortgage,193269,0.0374,360,770,74087,0.232,Prime,Current,0,0,0.0144,2024,2024Q3,0,0,0.2823,High
LN000411,2024-07-02,KY,Auto,24928,0.0705,60,588,99885,0.103,Subprime,Current,0,0,0.1307,2024,2024Q3,0,0,0.6323,Critical
LN000412,2022-03-06,OR,Auto,28144,0.1341,60,315,26958,0.327,Deep Subprime,60-89 DPD,74,0,0.2664,2022,2022Q1,0,1,0.9061,Critical
LN000413,2020-06-04,MD,Personal,19914,0.0408,48,738,54776,0.38,Near-Prime,Current,0,0,0.0505,2020,2020Q2,0,0,0.3203,Critical
LN000414,2024-12-22,TX,Student,20906,0.0192,120,821,68683,0.339,Near-Prime,Current,0,0,0.0178,2024,2024Q4,0,0,0.1747,High
LN000415,2021-09-05,MN,Auto,10589,0.0348,60,797,68539,0.223,Near-Prime,Current,1,0,0.0225,2021,2021Q3,0,0,0.1848,High
LN000416,2019-07-04,MD,Student,21038,0.0489,120,721,163456,0.29,Near-Prime,Current,1,0,0.076,2019,2019Q3,0,0,0.322,Critical
LN000417,2024-10-17,NJ,Auto,25388,0.0384,60,754,64653,0.203,Near-Prime,Current,1,0,0.0295,2024,2024Q4,0,0,0.2345,High
LN000418,2019-10-19,NY,Mortgage,576026,0.0587,360,623,37645,0.207,Subprime,60-89 DPD,70,0,0.1651,2019,2019Q4,0,1,0.6166,Critical
LN000419,2023-09-25,FL,Personal,11314,0.0262,48,808,87062,0.322,Prime,Current,1,0,0.0087,2023,2023Q3,0,0,0.251,High
LN000420,2021-02-11,TX,Personal,11806,0.0322,48,771,132671,0.197,Prime,Current,0,0,0.0213,2021,2021Q1,0,0,0.2275,High
LN000421,2020-05-02,GA,Auto,28866,0.0293,60,793,31230,0.182,Near-Prime,Current,1,0,0.0224,2020,2020Q2,0,0,0.2108,High
LN000422,2021-08-07,NJ,Mortgage,335624,0.0476,360,699,78203,0.301,Near-Prime,Current,0,0,0.0488,2021,2021Q3,0,0,0.3377,Critical
LN000423,2024-08-07,NY,Mortgage,596075,0.0191,360,846,60734,0.245,Near-Prime,Current,0,0,0.012,2024,2024Q3,0,0,0.1661,High
LN000424,2023-11-12,OH,Mortgage,500944,0.0252,360,817,37181,0.098,Near-Prime,Current,0,0,0.0059,2023,2023Q4,0,0,0.1899,High
LN000425,2023-03-24,IL,Mortgage,250536,0.0434,360,760,43509,0.2,Near-Prime,Current,0,0,0.0241,2023,2023Q1,0,0,0.2772,High
LN000426,2023-08-19,WA,Personal,11042,0.0485,48,698,132695,0.288,Near-Prime,Current,0,0,0.0619,2023,2023Q3,0,0,0.3116,Critical
LN000427,2024-02-21,UT,Mortgage,221008,0.0369,360,772,88107,0.385,Near-Prime,Current,0,0,0.0259,2024,2024Q1,0,0,0.1976,High
LN000428,2022-06-04,TX,Personal,23193,0.0279,48,791,74056,0.231,Prime,Current,0,0,0.0162,2022,2022Q2,0,0,0.2239,High
LN000429,2024-02-04,IL,Mortgage,384248,0.0496,360,693,28397,0.339,Near-Prime,Current,0,0,0.0861,2024,2024Q1,0,0,0.4265,Critical
LN000430,2024-09-20,TX,Mortgage,178575,0.051,360,688,83879,0.453,Subprime,30-59 DPD,42,0,0.08,2024,2024Q3,0,1,0.4048,Critical
LN000431,2020-07-04,VA,Auto,21753,0.0592,60,686,104626,0.304,Near-Prime,Default,177,17985,0.0566,2020,2020Q3,1,1,0.3068,Critical
LN000432,2020-06-23,IN,Mortgage,681428,0.0371,360,760,30244,0.2,Near-Prime,Current,0,0,0.018,2020,2020Q2,0,0,0.3349,Critical
LN000433,2021-03-02,MS,Small Business,85240,0.0445,84,730,60528,0.282,Near-Prime,Current,3,0,0.0708,2021,2021Q1,0,0,0.3457,Critical
LN000434,2022-02-03,FL,Mortgage,348486,0.0698,360,603,99118,0.227,Subprime,Current,0,0,0.1355,2022,2022Q1,0,0,0.654,Critical
LN000435,2023-11-03,NM,Auto,17233,0.0309,60,795,92656,0.093,Prime,30-59 DPD,46,0,0.0323,2023,2023Q4,0,1,0.1929,High
LN000436,2020-04-01,CA,Student,48800,0.0561,120,675,82453,0.339,Near-Prime,Current,1,0,0.0731,2020,2020Q2,0,0,0.4854,Critical
LN000437,2020-08-31,NJ,Auto,16787,0.1068,60,427,61218,0.49,Deep Subprime,Current,1,0,0.2112,2020,2020Q3,0,0,0.786,Critical
LN000438,2023-09-11,CA,Mortgage,338711,0.0462,360,680,103035,0.447,Subprime,Current,0,0,0.0715,2023,2023Q3,0,0,0.5058,Critical
LN000439,2021-08-04,UT,Auto,35367,0.0271,60,802,64901,0.468,Subprime,Current,0,0,0.0119,2021,2021Q3,0,0,0.2111,High
LN000440,2021-03-31,NC,Personal,8419,0.0388,48,764,78925,0.285,Prime,Current,4,0,0.0235,2021,2021Q1,0,0,0.2936,High
LN000441,2019-11-16,AZ,Credit Card,19867,0.056,0,696,71085,0.319,Near-Prime,Current,3,0,0.0795,2019,2019Q4,0,0,0.4044,Critical
LN000442,2022-08-04,SC,Small Business,78250,0.0182,84,822,35186,0.318,Near-Prime,Current,0,0,0.0179,2022,2022Q3,0,0,0.1825,High
LN000443,2020-03-26,TX,Mortgage,175112,0.085,360,511,37766,0.219,Deep Subprime,Current,0,0,0.2048,2020,2020Q1,0,0,0.6212,Critical
LN000444,2024-03-12,CA,Credit Card,11022,0.0268,0,803,28969,0.274,Near-Prime,Current,3,0,0.0069,2024,2024Q1,0,0,0.2345,High
LN000445,2021-06-04,OK,Mortgage,212726,0.0714,360,596,49454,0.178,Subprime,Current,4,0,0.1235,2021,2021Q2,0,0,0.6086,Critical
LN000446,2020-07-22,NY,Mortgage,430496,0.1093,360,375,89852,0.176,Deep Subprime,90+ DPD,107,0,0.2904,2020,2020Q3,0,1,0.8506,Critical
LN000447,2023-03-24,TX,Student,30757,0.0476,120,719,70932,0.233,Near-Prime,Current,4,0,0.0833,2023,2023Q1,0,0,0.3323,Critical
LN000448,2019-06-03,OH,Mortgage,285485,0.0545,360,709,58909,0.409,Near-Prime,Current,3,0,0.0807,2019,2019Q2,0,0,0.3244,Critical
LN000449,2022-08-02,NJ,Mortgage,479264,0.052,360,680,118118,0.448,Subprime,30-59 DPD,48,0,0.0891,2022,2022Q3,0,1,0.479,Critical
LN000450,2021-09-03,CA,Mortgage,233731,0.0338,360,780,51449,0.234,Near-Prime,Current,0,0,0.0204,2021,2021Q3,0,0,0.2433,High
LN000451,2023-08-15,FL,Auto,14526,0.0264,60,826,79178,0.426,Near-Prime,Current,0,0,0.0154,2023,2023Q3,0,0,0.1709,High
LN000452,2023-05-21,CA,Personal,8750,0.0514,48,697,50490,0.381,Near-Prime,Current,0,0,0.051,2023,2023Q2,0,0,0.4402,Critical
LN000453,2024-10-12,PA,Personal,11025,0.0456,48,713,28319,0.177,Near-Prime,Current,0,0,0.065,2024,2024Q4,0,0,0.3458,Critical
LN000454,2024-04-29,UT,Mortgage,296130,0.0581,360,655,41098,0.3,Subprime,Current,0,0,0.1379,2024,2024Q2,0,0,0.5071,Critical
LN000455,2021-04-05,MT,Auto,31428,0.0878,60,528,40554,0.162,Deep Subprime,Current,0,0,0.2746,2021,2021Q2,0,0,0.6327,Critical
LN000456,2021-01-30,VA,Small Business,84559,0.0374,84,783,29414,0.237,Near-Prime,Current,1,0,0.0139,2021,2021Q1,0,0,0.2396,High
LN000457,2023-06-13,TX,Student,30731,0.1155,120,398,55488,0.224,Deep Subprime,90+ DPD,105,0,0.2813,2023,2023Q2,0,1,0.8551,Critical
LN000458,2023-09-12,IA,Mortgage,860153,0.0436,360,758,41313,0.621,Subprime,Current,0,0,0.017,2023,2023Q3,0,0,0.4964,Critical
LN000459,2022-03-12,GA,Credit Card,7081,0.0557,0,676,126595,0.266,Near-Prime,30-59 DPD,44,0,0.0473,2022,2022Q1,0,1,0.4024,Critical
LN000460,2019-09-23,TX,Personal,10423,0.0721,48,599,53256,0.159,Subprime,Current,0,0,0.1659,2019,2019Q3,0,0,0.6254,Critical
LN000461,2023-04-25,AR,Mortgage,124469,0.0605,360,686,39397,0.178,Near-Prime,Current,3,0,0.0483,2023,2023Q2,0,0,0.4142,Critical
LN000462,2020-10-26,MO,Mortgage,186579,0.0674,360,604,34753,0.19,Subprime,Current,2,0,0.1218,2020,2020Q4,0,0,0.6123,Critical
LN000463,2019-10-13,IN,Mortgage,501475,0.0568,360,692,34172,0.308,Near-Prime,Current,0,0,0.047,2019,2019Q4,0,0,0.4411,Critical
LN000464,2021-11-22,TN,Personal,8568,0.0362,48,778,92857,0.154,Prime,Current,0,0,0.0203,2021,2021Q4,0,0,0.238,High
LN000465,2023-12-16,TX,Mortgage,477464,0.0532,360,678,97006,0.322,Near-Prime,60-89 DPD,78,0,0.0508,2023,2023Q4,0,1,0.3799,Critical
LN000466,2024-07-03,FL,Auto,28661,0.0704,60,585,22059,0.431,Subprime,Current,0,0,0.1437,2024,2024Q3,0,0,0.6984,Critical
LN000467,2019-07-06,MA,Mortgage,281306,0.0352,360,777,176576,0.189,Prime,Current,3,0,0.0331,2019,2019Q3,0,0,0.2168,High
LN000468,2022-04-07,FL,Small Business,216364,0.0753,84,591,62223,0.248,Subprime,Current,0,0,0.1245,2022,2022Q2,0,0,0.7517,Critical
LN000469,2024-10-04,PA,Mortgage,533558,0.0489,360,745,99819,0.328,Prime,Current,0,0,0.0282,2024,2024Q4,0,0,0.3332,Critical
LN000470,2021-09-17,MD,Small Business,197619,0.0568,84,679,40085,0.31,Near-Prime,Current,0,0,0.0713,2021,2021Q3,0,0,0.491,Critical
LN000471,2024-08-17,MD,Small Business,54743,0.0421,84,707,36602,0.463,Subprime,Current,0,0,0.057,2024,2024Q3,0,0,0.4982,Critical
LN000472,2024-12-23,OH,Mortgage,160453,0.0257,360,828,52881,0.353,Near-Prime,Current,0,0,0.0078,2024,2024Q4,0,0,0.1465,Medium
LN000473,2020-02-08,CO,Auto,43416,0.0474,60,749,72228,0.17,Prime,Current,0,0,0.024,2020,2020Q1,0,0,0.3194,Critical
LN000474,2020-08-26,AL,Mortgage,99746,0.0867,360,536,66801,0.567,Deep Subprime,Current,1,0,0.2444,2020,2020Q3,0,0,0.6505,Critical
LN000475,2022-04-08,WA,Small Business,58337,0.0771,84,587,107441,0.341,Subprime,Charged-Off,364,48001,0.1557,2022,2022Q2,1,1,0.6534,Critical
LN000476,2021-12-28,FL,Auto,25532,0.0128,60,838,24730,0.321,Near-Prime,Current,0,0,0.0179,2021,2021Q4,0,0,0.1567,High
LN000477,2023-06-23,FL,Mortgage,346701,0.1092,360,451,94234,0.39,Deep Subprime,90+ DPD,108,0,0.2743,2023,2023Q2,0,1,0.8082,Critical
LN000478,2020-06-16,NY,Mortgage,348744,0.0429,360,721,77416,0.175,Near-Prime,Current,0,0,0.0772,2020,2020Q2,0,0,0.2889,High
LN000479,2019-06-29,CA,Mortgage,155184,0.027,360,786,69987,0.289,Near-Prime,Current,1,0,0.0201,2019,2019Q2,0,0,0.2079,High
LN000480,2024-06-20,FL,Small Business,73103,0.0356,84,760,30529,0.203,Near-Prime,Current,3,0,0.0162,2024,2024Q2,0,0,0.3333,Critical
LN000481,2021-05-03,FL,Personal,14818,0.0416,48,749,40165,0.463,Subprime,30-59 DPD,42,0,0.025,2021,2021Q2,0,1,0.4214,Critical
LN000482,2022-12-11,OH,Student,41235,0.0298,120,785,82367,0.382,Near-Prime,Current,0,0,0.0311,2022,2022Q4,0,0,0.2313,High
LN000483,2023-05-01,IA,Mortgage,239588,0.0412,360,764,17534,0.188,Near-Prime,Current,0,0,0.0335,2023,2023Q2,0,0,0.2802,High
LN000484,2023-09-08,CA,Mortgage,378000,0.0185,360,825,23195,0.231,Near-Prime,Current,0,0,0.0052,2023,2023Q3,0,0,0.2061,High
LN000485,2020-03-18,TN,Credit Card,9844,0.0404,0,755,75339,0.236,Prime,Current,3,0,0.0265,2020,2020Q1,0,0,0.2604,High
LN000486,2024-03-25,MA,Mortgage,227230,0.0453,360,708,79313,0.379,Near-Prime,Current,0,0,0.046,2024,2024Q1,0,0,0.335,Critical
LN000487,2023-05-08,CA,Small Business,78764,0.0534,84,684,41250,0.277,Near-Prime,Current,0,0,0.0762,2023,2023Q2,0,0,0.489,Critical
LN000488,2020-04-14,AR,Mortgage,213465,0.0437,360,767,41191,0.404,Near-Prime,Current,4,0,0.0289,2020,2020Q2,0,0,0.2807,High
LN000489,2020-01-24,MI,Mortgage,340361,0.0261,360,826,96345,0.377,Near-Prime,Current,1,0,0.0165,2020,2020Q1,0,0,0.1636,High
LN000490,2021-05-25,IL,Personal,15829,0.0649,48,639,93285,0.183,Subprime,Default,183,6203,0.175,2021,2021Q2,1,1,0.5962,Critical
LN000491,2019-12-16,MO,Credit Card,4052,0.0528,0,670,50520,0.263,Near-Prime,Current,1,0,0.0573,2019,2019Q4,0,0,0.4053,Critical
LN000492,2020-02-20,FL,Credit Card,11668,0.0234,0,826,32399,0.098,Near-Prime,Current,0,0,0.0156,2020,2020Q1,0,0,0.1852,High
LN000493,2024-08-01,MA,Mortgage,289256,0.0348,360,764,125185,0.332,Prime,Current,4,0,0.019,2024,2024Q3,0,0,0.2682,High
LN000494,2021-08-19,CA,Mortgage,160683,0.0629,360,597,31461,0.297,Subprime,Current,0,0,0.1616,2021,2021Q3,0,0,0.6562,Critical
LN000495,2020-08-03,AL,Auto,53584,0.0366,60,778,83950,0.121,Prime,Current,0,0,0.023,2020,2020Q3,0,0,0.2656,High
LN000496,2024-03-25,PA,Personal,12242,0.0171,48,832,109117,0.174,Prime,Current,0,0,0.0079,2024,2024Q1,0,0,0.1661,High
LN000497,2024-03-13,VA,Personal,12224,0.0199,48,841,59672,0.136,Near-Prime,Current,3,0,0.0104,2024,2024Q1,0,0,0.1418,Medium
LN000498,2019-02-17,FL,Mortgage,217382,0.0377,360,769,44607,0.429,Near-Prime,Current,0,0,0.0246,2019,2019Q1,0,0,0.2575,High
LN000499,2023-05-26,AZ,Credit Card,10394,0.068,0,605,26712,0.375,Subprime,90+ DPD,105,0,0.1767,2023,2023Q2,0,1,0.6915,Critical
LN000500,2020-05-12,MD,Personal,12186,0.0237,48,805,61770,0.42,Near-Prime,Current,3,0,0.0173,2020,2020Q2,0,0,0.2085,High
LN000501,2020-08-01,OH,Student,36045,0.0506,120,716,28812,0.201,Near-Prime,Current,2,0,0.0453,2020,2020Q3,0,0,0.3666,Critical
LN000502,2022-12-18,VA,Auto,26764,0.018,60,822,69799,0.453,Subprime,Current,3,0,0.0136,2022,2022Q4,0,0,0.1779,High
LN000503,2020-04-17,OH,Auto,25931,0.0445,60,712,21744,0.513,Subprime,Current,1,0,0.0714,2020,2020Q2,0,0,0.3901,Critical
LN000504,2020-11-28,UT,Credit Card,5500,0.108,0,433,25890,0.122,Deep Subprime,Current,0,0,0.2495,2020,2020Q4,0,0,0.783,Critical
LN000505,2023-04-18,GA,Auto,48965,0.0455,60,724,63942,0.244,Near-Prime,Current,0,0,0.0645,2023,2023Q2,0,0,0.322,Critical
LN000506,2024-08-05,AL,Student,18654,0.058,120,661,91110,0.199,Subprime,Current,0,0,0.1714,2024,2024Q3,0,0,0.6038,Critical
LN000507,2020-05-02,CO,Credit Card,5878,0.0492,0,743,51939,0.174,Near-Prime,Current,0,0,0.0298,2020,2020Q2,0,0,0.3208,Critical
LN000508,2023-04-27,IL,Personal,9703,0.0258,48,833,101250,0.245,Prime,Current,3,0,0.0134,2023,2023Q2,0,0,0.2064,High
LN000509,2020-01-12,FL,Auto,22303,0.0438,60,753,45229,0.322,Near-Prime,Current,0,0,0.0206,2020,2020Q1,0,0,0.2786,High
LN000510,2024-02-13,IL,Mortgage,147228,0.023,360,817,177876,0.187,Prime,Current,0,0,0.0065,2024,2024Q1,0,0,0.1625,High
LN000511,2019-09-26,SC,Mortgage,406897,0.0568,360,711,30779,0.325,Near-Prime,Current,2,0,0.0797,2019,2019Q3,0,0,0.3463,Critical
LN000512,2020-07-30,FL,Mortgage,422958,0.0393,360,742,41920,0.297,Near-Prime,Current,0,0,0.0252,2020,2020Q3,0,0,0.3295,Critical
LN000513,2020-06-15,NC,Mortgage,177039,0.0212,360,850,117669,0.293,Prime,Current,1,0,0.0105,2020,2020Q2,0,0,0.1333,Medium
LN000514,2022-11-23,WI,Mortgage,171192,0.0428,360,747,52619,0.569,Subprime,Current,0,0,0.0296,2022,2022Q4,0,0,0.3038,Critical
LN000515,2019-03-31,NY,Mortgage,112895,0.043,360,724,96260,0.455,Subprime,60-89 DPD,75,0,0.0695,2019,2019Q1,0,1,0.3212,Critical
LN000516,2024-06-06,WA,Mortgage,415646,0.0355,360,746,30913,0.364,Near-Prime,Current,3,0,0.015,2024,2024Q2,0,0,0.269,High
LN000517,2021-01-17,FL,Auto,47589,0.03,60,795,37188,0.178,Near-Prime,Current,0,0,0.0201,2021,2021Q1,0,0,0.2133,High
LN000518,2019-10-02,CA,Mortgage,161594,0.0574,360,659,80739,0.334,Subprime,Current,0,0,0.1189,2019,2019Q4,0,0,0.5192,Critical
LN000519,2019-04-22,CO,Mortgage,448090,0.0313,360,764,29177,0.339,Near-Prime,Current,0,0,0.0144,2019,2019Q2,0,0,0.2995,High
LN000520,2022-10-08,CA,Personal,16753,0.0217,48,824,32642,0.652,Subprime,Current,0,0,0.0076,2022,2022Q4,0,0,0.2964,High
LN000521,2020-01-20,FL,Auto,18215,0.0579,60,686,56634,0.158,Near-Prime,Current,0,0,0.0656,2020,2020Q1,0,0,0.3876,Critical
LN000522,2020-02-20,KY,Auto,30994,0.0276,60,793,115715,0.268,Prime,Current,0,0,0.0259,2020,2020Q1,0,0,0.204,High
LN000523,2024-09-06,NY,Personal,10146,0.0455,48,743,71940,0.124,Prime,Current,0,0,0.0144,2024,2024Q3,0,0,0.3271,Critical
LN000524,2020-04-14,NH,Student,20300,0.0348,120,788,53952,0.477,Subprime,Current,0,0,0.0208,2020,2020Q2,0,0,0.32,Critical
LN000525,2022-01-29,ME,Auto,17046,0.0523,60,703,65010,0.532,Subprime,Current,4,0,0.045,2022,2022Q1,0,0,0.4307,Critical
LN000526,2024-12-23,FL,Personal,15966,0.0309,48,846,25085,0.17,Near-Prime,Current,0,0,0.0174,2024,2024Q4,0,0,0.201,High
LN000527,2024-03-11,CA,Credit Card,4586,0.0394,0,739,44805,0.455,Subprime,Current,0,0,0.0543,2024,2024Q1,0,0,0.4226,Critical
LN000528,2024-09-19,MA,Student,25841,0.0938,120,508,74642,0.393,Deep Subprime,Charged-Off,360,18112,0.2106,2024,2024Q3,1,1,0.7475,Critical
LN000529,2023-09-27,OH,Auto,25736,0.0258,60,819,67410,0.227,Near-Prime,Current,0,0,0.0136,2023,2023Q3,0,0,0.1476,Medium
LN000530,2022-06-11,CA,Personal,8070,0.0315,48,793,81294,0.437,Subprime,Current,1,0,0.0216,2022,2022Q2,0,0,0.3258,Critical
LN000531,2020-03-19,TN,Mortgage,260112,0.0104,360,830,85028,0.53,Subprime,Current,0,0,0.0047,2020,2020Q1,0,0,0.1694,High
LN000532,2020-06-14,CA,Auto,25787,0.0715,60,588,67053,0.179,Subprime,30-59 DPD,49,0,0.1574,2020,2020Q2,0,1,0.6627,Critical
LN000533,2024-12-26,OR,Credit Card,3716,0.0908,0,501,17034,0.244,Deep Subprime,Current,0,0,0.2635,2024,2024Q4,0,0,0.7014,Critical
LN000534,2020-07-16,TX,Auto,46695,0.0284,60,807,70843,0.225,Prime,Current,0,0,0.0116,2020,2020Q3,0,0,0.1721,High
LN000535,2024-05-07,TX,Small Business,91960,0.0578,84,635,46942,0.306,Subprime,Current,2,0,0.1527,2024,2024Q2,0,0,0.593,Critical
LN000536,2019-05-14,TX,Auto,34269,0.0394,60,751,49350,0.245,Near-Prime,Current,3,0,0.0257,2019,2019Q2,0,0,0.2182,High
LN000537,2021-05-28,ID,Credit Card,8029,0.022,0,817,49710,0.378,Near-Prime,Current,0,0,0.0056,2021,2021Q2,0,0,0.1913,High
LN000538,2020-04-26,MA,Auto,32478,0.0343,60,756,69278,0.38,Near-Prime,Current,4,0,0.0158,2020,2020Q2,0,0,0.2402,High
LN000539,2020-03-17,CO,Mortgage,247417,0.0664,360,584,28712,0.182,Subprime,30-59 DPD,42,0,0.1344,2020,2020Q1,0,1,0.6881,Critical
LN000540,2021-02-27,IL,Auto,31434,0.0307,60,761,25388,0.155,Near-Prime,Current,0,0,0.0312,2021,2021Q1,0,0,0.2483,High
LN000541,2021-04-04,NY,Mortgage,171756,0.0267,360,805,32239,0.112,Near-Prime,Current,1,0,0.0171,2021,2021Q2,0,0,0.1648,High
LN000542,2019-04-10,FL,Mortgage,195979,0.059,360,684,94823,0.2,Near-Prime,Current,1,0,0.0782,2019,2019Q2,0,0,0.3786,Critical
LN000543,2020-11-17,OH,Student,36620,0.056,120,674,48118,0.371,Near-Prime,Current,0,0,0.0758,2020,2020Q4,0,0,0.4408,Critical
LN000544,2023-11-24,MI,Mortgage,96948,0.0463,360,722,77091,0.492,Subprime,Current,2,0,0.0836,2023,2023Q4,0,0,0.3709,Critical
LN000545,2023-08-11,VA,Student,34683,0.095,120,503,76112,0.153,Deep Subprime,Current,0,0,0.2226,2023,2023Q3,0,0,0.7032,Critical
LN000546,2023-02-18,FL,Mortgage,522645,0.0199,360,826,73012,0.109,Prime,Current,3,0,0.0053,2023,2023Q1,0,0,0.2307,High
LN000547,2022-06-30,NM,Mortgage,170349,0.0209,360,815,77912,0.195,Prime,Current,0,0,0.0144,2022,2022Q2,0,0,0.1681,High
LN000548,2021-09-15,TX,Credit Card,6494,0.029,0,813,46113,0.475,Subprime,Current,1,0,0.0178,2021,2021Q3,0,0,0.2258,High
LN000549,2022-02-21,WV,Mortgage,269177,0.031,360,790,83650,0.277,Prime,60-89 DPD,71,0,0.0165,2022,2022Q1,0,1,0.1944,High
LN000550,2023-05-30,CA,Auto,48293,0.0346,60,793,72469,0.094,Prime,Current,0,0,0.0303,2023,2023Q2,0,0,0.2491,High
LN000551,2022-08-05,OH,Auto,52519,0.0719,60,585,27089,0.326,Subprime,60-89 DPD,74,0,0.1234,2022,2022Q3,0,1,0.6457,Critical
LN000552,2020-07-08,NY,Auto,22109,0.0443,60,753,61679,0.342,Near-Prime,Current,0,0,0.0305,2020,2020Q3,0,0,0.2342,High
LN000553,2020-11-14,PA,Small Business,111593,0.0366,84,746,55566,0.211,Near-Prime,Current,3,0,0.018,2020,2020Q4,0,0,0.2884,High
